text,label
Mất hứng thú vì giáo viên không tạo được sự tương tác.,Negative
Đang chuẩn bị cho bài kiểm tra giữa kỳ môn Sử.,Neutral
Vui vì nhận được email phản hồi tích cực về bài nộp.,Positive
Lo lắng vì chưa biết cách viết CV xin việc.,Negative
Cần rèn luyện kỹ năng làm việc độc lập.,Neutral
Cảm thấy mình đã lựa chọn đúng ngành học.,Positive
Buồn vì không có đủ thời gian để tham gia các hoạt động mình thích.,Negative
Đang làm bài tập thiết kế đồ họa.,Neutral
Học được cách đặt mục tiêu và lập kế hoạch thực hiện.,Positive
Cảm thấy nhàm chán với các bài giảng lý thuyết suông.,Negative
Thông báo về chương trình trao đổi văn hóa.,Neutral
Tự hào khi bài nghiên cứu được đánh giá cao.,Positive
Sợ bị trượt môn và phải học lại tốn kém.,Negative
Đang ghi lại các công thức cần nhớ môn Sinh học.,Neutral
Vui vì được học hỏi từ những người thầy cô tâm huyết.,Positive
Mệt mỏi vì phải chạy deadline liên tục.,Negative
Cần chuẩn bị tinh thần cho buổi thi vấn đáp.,Neutral
Đạt giải Nhì cuộc thi hùng biện tiếng Anh cấp thành phố.,Positive
Cảm thấy áp lực vì phải chứng tỏ bản thân.,Negative
Giờ học Công nghệ tìm hiểu về an toàn thông tin.,Neutral
Hào hứng khi được thực hành những gì đã học.,Positive
"Nản lòng vì kiến thức quá trừu tượng, khó hình dung.",Negative
Đang xem lại các video bài giảng trên YouTube.,Neutral
Vui vì đã hoàn thành tất cả các môn học trong chương trình.,Positive
Lo lắng về định hướng nghề nghiệp sau này.,Negative
Cần tìm hiểu về quy trình làm khóa luận tốt nghiệp.,Neutral
Cảm thấy tự tin hơn khi thuyết trình nhờ luyện tập.,Positive
Buồn vì bỏ lỡ cơ hội tham gia một cuộc thi hay.,Negative
Đang làm bài tập về nhà môn Triết học.,Neutral
Học được cách chấp nhận thất bại và đứng dậy đi tiếp.,Positive
Cảm thấy bị cô lập vì khác biệt so với mọi người.,Negative
Thông báo về việc tổ chức lễ kỷ niệm thành lập trường.,Neutral
Tự hào khi được góp phần vào thành tích chung của lớp.,Positive
Áp lực khi phải vừa học tốt vừa tham gia nhiều hoạt động.,Negative
Đang ghi chú lại những điểm cần cải thiện sau bài kiểm tra.,Neutral
Vui vì được tham gia một dự án thực tế có ý nghĩa.,Positive
Mệt mỏi vì lịch học thay đổi liên tục.,Negative
Cần đọc thêm sách để nâng cao trình độ chuyên môn.,Neutral
Đạt điểm A môn học khó nhất trong kỳ.,Positive
Cảm thấy không được tôn trọng ý kiến trong nhóm.,Negative
Giờ học Lịch sử thảo luận về Cách mạng tháng Tám.,Neutral
Hào hứng với những thử thách mới trong học tập.,Positive
Mất hứng thú vì cách truyền đạt của giáo viên không hấp dẫn.,Negative
Đang chuẩn bị cho buổi bảo vệ đề cương nghiên cứu.,Neutral
Vui vì tìm được phương pháp ghi nhớ kiến thức hiệu quả.,Positive
Lo lắng vì chưa chuẩn bị đủ kiến thức cho môn thi mới.,Negative
Cần rèn luyện kỹ năng quản lý xung đột trong nhóm.,Neutral
Cảm thấy mình đã trưởng thành hơn rất nhiều sau thời gian học đại học.,Positive
Buồn vì kết quả thi không xứng đáng với công sức bỏ ra.,Negative
Đang làm bài tập thực hành môn Mạng máy tính.,Neutral
Học được cách nhìn nhận vấn đề từ nhiều góc độ khác nhau.,Positive
Cảm thấy nhàm chán vì nội dung học quá cũ.,Negative
Thông báo về các câu lạc bộ đội nhóm trong trường.,Neutral
Tự hào khi được nhận giấy khen vì thành tích học tập xuất sắc.,Positive
Sợ không thể hoàn thành chương trình học đúng hạn.,Negative
Đang ghi lại lịch trình ôn tập chi tiết.,Neutral
Vui vì được làm việc với những người bạn cùng đam mê.,Positive
Mệt mỏi vì khối lượng công việc quá lớn.,Negative
Cần chuẩn bị hồ sơ xin học bổng thạc sĩ.,Neutral
Đạt kết quả cao trong kỳ thi Olympic Toán sinh viên.,Positive
Cảm thấy áp lực vì sự kỳ vọng quá lớn từ thầy cô.,Negative
Giờ học Văn học nước ngoài tìm hiểu về Shakespeare.,Neutral
Hào hứng khi được tham gia nghiên cứu cùng giáo sư.,Positive
Nản lòng vì không tìm được tiếng nói chung trong nhóm.,Negative
Đang xem lại các dạng bài tập thường ra thi.,Neutral
Vui vì đã vượt qua được giai đoạn khó khăn nhất trong học tập.,Positive
Lo lắng về tương lai không chắc chắn sau khi ra trường.,Negative
Cần luyện tập thêm kỹ năng phỏng vấn xin việc.,Neutral
Cảm thấy may mắn khi được học tập trong môi trường tốt.,Positive
Buồn vì những mâu thuẫn nhỏ nhặt với bạn cùng phòng.,Negative
Đang làm bài tập về nhà môn Kinh tế vi mô.,Neutral
Học được cách tự đánh giá và cải thiện bản thân.,Positive
Cảm thấy kiệt sức vì lịch trình học tập và làm thêm quá dày.,Negative
Thông báo về quy định thi cử của nhà trường.,Neutral
Tự hào khi được đại diện sinh viên phát biểu cảm nghĩ.,Positive
Áp lực từ việc phải học thuộc lòng quá nhiều thông tin.,Negative
Đang ghi lại những định nghĩa quan trọng môn Sinh.,Neutral
Vui vì bài kiểm tra thực hành được điểm tối đa.,Positive
Lo lắng vì chưa hoàn thành bài tập nhóm được giao.,Negative
Cần tìm hiểu thêm về các phương pháp nghiên cứu khoa học.,Neutral
Cảm thấy tự tin hơn sau khi ôn tập kỹ lưỡng.,Positive
Buồn vì bị mất tập trung trong giờ học online.,Negative
Đang làm bài tập về các phản ứng hóa học.,Neutral
"Học được cách trình bày ý tưởng một cách logic, mạch lạc.",Positive
Cảm thấy nhàm chán vì giáo viên chỉ đọc slide.,Negative
Thông báo về việc thay đổi lịch thi.,Neutral
Tự hào khi giải được bài toán khó mà cả lớp bó tay.,Positive
Sợ bị đánh giá thấp bởi bạn bè và thầy cô.,Negative
Đang ghi chú lại công thức tính xác suất thống kê.,Neutral
Vui vì được tham gia một buổi seminar bổ ích.,Positive
Mệt mỏi vì phải thức khuya để hoàn thành đồ án.,Negative
Cần chuẩn bị tài liệu cho buổi họp câu lạc bộ.,Neutral
Đạt giải khuyến khích cuộc thi Olympic tiếng Anh cấp trường.,Positive
Cảm thấy bị cô lập vì không tìm được bạn hợp cạ.,Negative
Giờ học Vật lý làm thí nghiệm về quang học.,Neutral
Hào hứng với việc ứng dụng kiến thức đã học vào dự án thực tế.,Positive
Nản lòng vì không theo kịp tốc độ giảng bài của giáo viên.,Negative
Đang xem lại video bài giảng về lịch sử kinh tế.,Neutral
Vui vì nhận được lời khen về sự sáng tạo trong bài làm.,Positive
Lo lắng về việc chuẩn bị cho buổi phỏng vấn thực tập.,Negative
Cần rèn luyện kỹ năng tìm kiếm và chọn lọc thông tin.,Neutral
Cảm thấy mình có nhiều tiến bộ trong kỹ năng viết học thuật.,Positive
Buồn vì bị điểm kém môn phụ không quan trọng.,Negative
Đang làm bài tập thực hành trên phần mềm SPSS.,Neutral
Học được cách đối phó với căng thẳng trong mùa thi.,Positive
Cảm thấy chán nản vì môi trường học tập thiếu sự cạnh tranh lành mạnh.,Negative
Thông báo về tuần lễ sinh hoạt công dân đầu khóa.,Neutral
Tự hào khi được chọn làm đại diện sinh viên tham dự hội nghị.,Positive
Áp lực khi phải cân bằng giữa việc học và các mối quan hệ.,Negative
Đang ghi lại những thuật ngữ chuyên ngành quan trọng.,Neutral
Vui vì tìm được một người bạn cùng tiến trong học tập.,Positive
Mệt mỏi vì không gian học tập ở nhà quá ồn ào.,Negative
Cần chuẩn bị bài phát biểu cho buổi lễ tổng kết.,Neutral
Đạt điểm A+ cho môn học yêu thích nhất.,Positive
Cảm thấy bị giới hạn sự sáng tạo bởi các quy định cứng nhắc.,Negative
Giờ học Tin học tìm hiểu về cấu trúc dữ liệu và giải thuật.,Neutral
Hào hứng khi được tham gia một cuộc thi lập trình.,Positive
Mất hứng thú vì nội dung học quá xa rời thực tế.,Negative
Đang xem lại bản nháp bài luận văn tốt nghiệp.,Neutral
Vui vì đã khắc phục được những điểm yếu của bản thân trong học tập.,Positive
Lo lắng về việc liệu có đủ năng lực để hoàn thành khóa học.,Negative
Cần luyện tập thêm kỹ năng giải quyết vấn đề.,Neutral
Cảm thấy yêu thích việc tự học và khám phá kiến thức.,Positive
Buồn vì những nỗ lực của mình không được ghi nhận.,Negative
Đang làm bài tập về nhà môn Giải tích.,Neutral
Học được cách làm việc nhóm ăn ý và hiệu quả hơn.,Positive
Cảm thấy kiệt sức vì lịch trình học thêm dày đặc.,Negative
Thông báo về việc mượn trả sách tại thư viện.,Neutral
Tự hào khi tên mình xuất hiện trên bảng vàng danh dự của trường.,Positive
Sợ bị so sánh thành tích học tập với người khác.,Negative
Đang ghi chú lại các bước thực hiện thí nghiệm Hóa.,Neutral
Vui vì được tham gia một chương trình ngoại khóa thú vị.,Positive
Mệt mỏi vì áp lực phải luôn là người giỏi nhất.,Negative
Cần tìm hiểu về các cơ hội du học và học bổng.,Neutral
Đạt điểm cao bất ngờ trong bài kiểm tra giữa kỳ.,Positive
Cảm thấy bị phân tâm bởi các thiết bị điện tử trong giờ học.,Negative
Giờ học Công nghệ chế tạo sản phẩm đơn giản.,Neutral
Hào hứng với việc được học một ngôn ngữ mới.,Positive
Nản lòng vì không tìm được phương pháp học hiệu quả cho môn này.,Negative
Đang xem lại các bài tập mẫu để chuẩn bị thi.,Neutral
Vui vì nhận được sự giúp đỡ kịp thời từ giáo viên chủ nhiệm.,Positive
Lo lắng về việc trình bày ý kiến trước lớp.,Negative
Cần rèn luyện kỹ năng ghi chép nhanh và hiệu quả.,Neutral
Cảm thấy mình đã học hỏi được rất nhiều điều bổ ích.,Positive
Buồn vì mâu thuẫn với giáo viên về cách chấm điểm.,Negative
Đang làm bài tập thực hành môn Cơ sở dữ liệu.,Neutral
Học được cách tự tin thể hiện bản thân.,Positive
Cảm thấy nhàm chán vì phải học lại kiến thức cũ.,Negative
Thông báo về hội thảo khoa học sắp tới.,Neutral
Tự hào khi được đại diện lớp trình bày dự án.,Positive
Áp lực khi phải hoàn thành bài tập lớn trong thời gian ngắn.,Negative
Đang ghi lại những ý tưởng chính cho bài viết học thuật.,Neutral
Vui vì tìm được một cuốn sách tham khảo cực kỳ hữu ích.,Positive
"Mệt mỏi vì không gian lớp học quá đông đúc, ngột ngạt.",Negative
Cần chuẩn bị slide thuyết trình thật ấn tượng.,Neutral
Đạt giải Nhất cuộc thi hùng biện cấp khoa.,Positive
Cảm thấy bị bỏ lại phía sau khi bạn bè tiến bộ quá nhanh.,Negative
Giờ học Mỹ thuật vẽ chân dung bạn cùng bàn.,Neutral
Hào hứng với những giờ học thực hành sinh động.,Positive
Mất động lực vì không thấy được ý nghĩa của việc học.,Negative
Đang xem lại lịch học và lịch thi cá nhân.,Neutral
Vui vì được học bổng khuyến khích cho sinh viên nghèo vượt khó.,Positive
Lo lắng về việc liệu có đủ kiến thức để làm bài thi.,Negative
Cần luyện tập thêm kỹ năng nghe và nói ngoại ngữ.,Neutral
Cảm thấy việc học trở nên dễ dàng hơn khi có đam mê.,Positive
Buồn vì kết quả không như mong đợi mặc dù đã rất cố gắng.,Negative
Đang làm bài tập về nhà môn Xác suất.,Neutral
Học được cách quản lý cảm xúc khi đối mặt với áp lực.,Positive
Cảm thấy kiệt quệ sau những đêm thức trắng ôn thi.,Negative
Thông báo về việc cấp lại thẻ sinh viên bị mất.,Neutral
Tự hào khi được tham gia đội tuyển Olympic của trường.,Positive
Sợ bị điểm thấp ảnh hưởng đến cơ hội việc làm sau này.,Negative
Đang ghi chú lại các ví dụ minh họa trong bài giảng.,Neutral
Vui vì được tham gia một workshop về kỹ năng lãnh đạo.,Positive
"Mệt mỏi vì phải học thuộc quá nhiều công thức, định lý.",Negative
Cần tìm hiểu về các yêu cầu của nhà tuyển dụng hiện nay.,Neutral
Đạt điểm cao trong bài thi thử môn tiếng Nhật.,Positive
Cảm thấy bị phân biệt đối xử trong môi trường học tập.,Negative
Giờ học Thể dục chơi bóng chuyền.,Neutral
Hào hứng với việc được tự do lựa chọn đề tài nghiên cứu.,Positive
Nản lòng vì gặp phải giáo viên quá khắt khe.,Negative
